Row,BODYsync_Cl2,CROSSsync_Cl2,CROSSturn_Cl2,FACEsync_Cl2,HEADsync_Cl2,INTRAsync_Cl2,MovEx_Cl2,Speech_Cl2,STACK_Cl2
BODYsync_Cl2,0,14239.25,11562,17366,21027.5,10999,21331,17963,22708.25
CROSSsync_Cl2,14239.25,0,2677.25,3126.75,6788.25,3240.25,7091.75,3723.75,8469
CROSSturn_Cl2,11562,2677.25,0,5804,9465.5,563,9769,6401,11146.25
FACEsync_Cl2,17366,3126.75,5804,0,3661.5,6367,3965,597,5342.25
HEADsync_Cl2,21027.5,6788.25,9465.5,3661.5,0,10028.5,303.5,3064.5,1680.75
INTRAsync_Cl2,10999,3240.25,563,6367,10028.5,0,10332,6964,11709.25
MovEx_Cl2,21331,7091.75,9769,3965,303.5,10332,0,3368,1377.25
Speech_Cl2,17963,3723.75,6401,597,3064.5,6964,3368,0,4745.25
STACK_Cl2,22708.25,8469,11146.25,5342.25,1680.75,11709.25,1377.25,4745.25,0
