Row,BODYsync_Cl1,CROSSsync_Cl1,CROSSturn_Cl1,FACEsync_Cl1,HEADsync_Cl1,INTRAsync_Cl1,MovEx_Cl1,Speech_Cl1,STACK_Cl1
BODYsync_Cl1,0,10424,21072,16781,8261.5,2489.5,17003,16099.25,22163
CROSSsync_Cl1,10424,0,10648,6357,2162.5,7934.5,6579,5675.25,11739
CROSSturn_Cl1,21072,10648,0,4291,12810.5,18582.5,4069,4972.75,1091
FACEsync_Cl1,16781,6357,4291,0,8519.5,14291.5,222,681.75,5382
HEADsync_Cl1,8261.5,2162.5,12810.5,8519.5,0,5772,8741.5,7837.75,13901.5
INTRAsync_Cl1,2489.5,7934.5,18582.5,14291.5,5772,0,14513.5,13609.75,19673.5
MovEx_Cl1,17003,6579,4069,222,8741.5,14513.5,0,903.75,5160
Speech_Cl1,16099.25,5675.25,4972.75,681.75,7837.75,13609.75,903.75,0,6063.75
STACK_Cl1,22163,11739,1091,5382,13901.5,19673.5,5160,6063.75,0
