Row,BODYsync_G1_vs_REST,CROSSsync_G1_vs_REST,CROSSturn_G1_vs_REST,FACEsync_G1_vs_REST,HEADsync_G1_vs_REST,INTRAsync_G1_vs_REST,MovEx_G1_vs_REST,Speech_G1_vs_REST,STACK_G1_vs_REST
BODYsync_G1_vs_REST,0,1,1,1,1,0,1,1,1
CROSSsync_G1_vs_REST,1,0,1,1,0,1,1,1,1
CROSSturn_G1_vs_REST,1,1,0,1,1,1,1,1,0
FACEsync_G1_vs_REST,1,1,1,0,1,1,0,0,1
HEADsync_G1_vs_REST,1,0,1,1,0,1,1,1,1
INTRAsync_G1_vs_REST,0,1,1,1,1,0,1,1,1
MovEx_G1_vs_REST,1,1,1,0,1,1,0,0,1
Speech_G1_vs_REST,1,1,1,0,1,1,0,0,1
STACK_G1_vs_REST,1,1,0,1,1,1,1,1,0
