soundname,mean_pitch,sd_pitch,min_pitch,max_pitch,min_pitch_none,max_pitch_none,mean_int,sd_int,min_int,max_int,min_int_none,max_int_none
ZOOM0022_Tr1,418.2448062373764,383.7245212761276,167.7310699798016,1369.1896232541174,167.91541002713984,1369.1896232541174,58.11309710835679,8.859824993646361,36.30424192277693,70.91878358874443,36.584097272157365,70.84931180070242
